Number,Gender,NameSet,Title,GivenName,MiddleInitial,Surname,StreetAddress,City,State,StateFull,ZipCode,Country,CountryFull,TelephoneNumber,TelephoneCountryCode,MothersMaiden,Birthday,Age,NationalID,Occupation,Company,BloodType,Pounds,Kilograms,FeetInches,Centimeters
110,female,American,Mrs.,Virginia,L,Hunt,"2511 Little Street",Akron,OH,Ohio,44308,US,"United States",330-566-0364,1,Miller,9/17/1949,69,297-92-2167,"Show host","Kids Mart",A+,121.4,55.2,"5' 1""",156
111,female,American,Ms.,Shirley,R,Goff,"2512 Lady Bug Drive","Staten Island",NY,"New York",10306,US,"United States",718-979-6548,1,Wiese,6/23/1998,21,118-46-2257,"Fiscal and policy analyst","Our Own Hardware",O-,153.1,69.6,"5' 9""",175
112,female,American,Mrs.,Cynthia,W,Vaughan,"253 Ash Avenue",Manchester,MO,Missouri,63011,US,"United States",314-803-6410,1,Perrodin,6/10/1934,85,492-19-3972,"Business office manager","Food Fair",B+,140.1,63.7,"5' 6""",167
113,female,American,Ms.,Cathy,J,Cullen,"3830 Northwest Boulevard",Teterboro,NJ,"New Jersey",07608,US,"United States",201-921-7947,1,Jackson,8/31/1952,66,141-32-7430,EMT,"Wise Solutions",A-,137.1,62.3,"5' 5""",166
114,female,American,Ms.,Alice,J,Jansson,"3058 Illinois Avenue",Yamhill,OR,Oregon,97148,US,"United States",503-662-6891,1,Briscoe,7/26/1981,38,541-21-4666,"Prison guard","Beaver Lumber",O+,226.4,102.9,"5' 4""",163
115,female,American,Ms.,Diane,G,Mooney,"2892 Primrose Lane",Dodgeville,WI,Wisconsin,52650,US,"United States",608-613-9601,1,McClanahan,7/4/1945,74,392-80-2826,Paraeducator,"ABC Markets",O+,137.3,62.4,"5' 7""",171
116,female,American,Mrs.,Debbie,E,Levin,"1930 Colony Street",Norwalk,CT,Connecticut,06854,US,"United States",203-243-9135,1,Guerrero,8/5/1978,41,041-04-4858,"Personnel clerk","Reliable Garden Management",O+,165.4,75.2,"5' 5""",166
117,female,American,Ms.,Belinda,W,Ford,"470 Neville Street",Bloomington,IN,Indiana,47408,US,"United States",812-545-1875,1,Hicks,2/10/1987,32,314-56-9359,Cryptanalyst,"New World",O+,159.5,72.5,"5' 5""",166
118,female,American,Mrs.,Jennifer,T,Harrison,"1067 Nutter Street","Kansas City",MO,Missouri,64105,US,"United States",816-272-3915,1,Flores,2/5/1945,74,488-96-3851,"Sauce cook","Buena Vista Garden Maintenance",O+,137.1,62.3,"5' 7""",171
119,female,American,Mrs.,Deborah,S,Wheeler,"1409 Frank Avenue",Pittsburgh,PA,Pennsylvania,15215,US,"United States",412-967-9601,1,Bennett,1/4/1989,30,186-62-5368,"Process metallurgical engineer","World Radio",B+,202.2,91.9,"5' 1""",155
120,female,American,Ms.,Tina,S,Lee,"166 Tetrick Road",Tampa,FL,Florida,33610,US,"United States",863-229-5416,1,Fava,4/26/1942,77,593-11-5608,Recruiter,"Cardinal Stores",B+,195.1,88.7,"5' 6""",168
121,female,American,Mrs.,Hazel,S,Smith,"2668 Sycamore Street",Milpitas,CA,California,95035,US,"United States",408-942-1156,1,Swain,9/27/1953,65,624-47-6530,"Insurance broker","Richman Brothers",A+,158.0,71.8,"5' 6""",167
122,female,American,Ms.,Annabelle,A,Baker,"2578 Maple Lane",Birmingham,AL,Alabama,35203,US,"United States",256-465-4365,1,Vasquez,2/5/1966,53,418-92-4174,"Automotive service technician","Pantry Food Stores",O+,118.4,53.8,"5' 5""",166
123,female,American,Mrs.,Leslie,D,Thomas,"366 Bond Street","East Greenwich",RI,"Rhode Island",02818,US,"United States",401-885-7247,1,Evans,10/31/1965,53,036-18-4155,"Elevator installer",Furrow's,A+,128.0,58.2,"5' 9""",174
124,female,American,Ms.,Kathryn,R,Kline,"637 Oak Street","East Syracuse",NY,"New York",13057,US,"United States",315-323-1280,1,Lopez,9/14/1999,19,111-28-9248,"Justice of the peace","Forum Cafeterias",B+,158.8,72.2,"5' 3""",160
125,female,American,Ms.,Violet,J,Ayers,"3584 Frank Avenue",Springfield,MA,Massachusetts,01103,US,"United States",413-255-5320,1,Roan,7/18/1956,63,033-50-8623,Artist,"Office Warehouse",A+,132.4,60.2,"5' 5""",165
126,female,American,Mrs.,Ida,T,Caston,"4167 Goldleaf Lane",Hackensack,NJ,"New Jersey",07601,US,"United States",201-646-9110,1,Scott,7/7/1985,34,158-82-0551,"Life Guard","Mission G",A+,152.0,69.1,"5' 6""",167
127,female,American,Ms.,Shani,A,Rodriguez,"929 Terra Street",Seattle,WA,Washington,98161,US,"United States",360-347-4678,1,Hudson,3/10/1960,59,537-31-3403,Cutter,"Oranges Records & Tapes",A-,203.5,92.5,"5' 1""",156
128,female,American,Ms.,Violet,K,Holmes,"4836 Granville Lane",Parsippany,NJ,"New Jersey",07054,US,"United States",973-531-2323,1,Crawford,6/15/1966,53,148-72-2501,"Armored car guard","Yardbirds Home Center",O-,195.1,88.7,"5' 2""",158
129,female,American,Ms.,Constance,R,Olivieri,"1549 American Drive",Tallahassee,FL,Florida,32301,US,"United States",850-915-6869,1,Laubach,4/27/1987,32,262-23-6057,"Human resources coordinator","Boston Sea Party",O+,163.9,74.5,"5' 5""",165
130,female,American,Mrs.,Lela,M,Russell,"4112 High Meadow Lane",Hepburnville,PA,Pennsylvania,17728,US,"United States",570-494-0995,1,Webb,2/16/1946,73,167-82-9446,"Gaming supervisor","EXPO Design Center",B+,173.8,79.0,"5' 2""",157
131,female,American,Mrs.,Katherine,G,Davis,"3957 Murphy Court",Riverside,CA,California,92504,US,"United States",951-780-9299,1,Tapia,9/1/1976,42,623-45-3927,"Loan processing clerk",Naugles,AB+,181.1,82.3,"5' 7""",169
132,female,American,Mrs.,Ashleigh,D,Tetreault,"2870 Neuport Lane",Norcross,GA,Georgia,30091,US,"United States",770-366-7291,1,Thomas,2/15/1969,50,255-22-1331,"Drilling and boring machine tool setter","Boys Markets",A+,200.9,91.3,"5' 5""",166
133,female,American,Ms.,Linda,J,Mendoza,"4110 Mapleview Drive",Tampa,FL,Florida,33602,US,"United States",727-860-5671,1,Anderson,10/3/1975,43,772-09-4499,"Magnetic resonance (MR) technologist","Lindsley's Lumber",O+,165.2,75.1,"5' 1""",155
134,female,American,Ms.,Kristen,J,Sullivan,"1298 Lady Bug Drive","Staten Island",NY,"New York",10306,US,"United States",718-979-1151,1,Dyer,4/27/1951,68,058-50-4180,"Aeronautical drafter","Ernst Home Centers",O+,178.2,81.0,"5' 1""",154
135,female,American,Mrs.,Felicitas,M,Saunders,"4604 Jody Road",Philadelphia,PA,Pennsylvania,19108,US,"United States",610-601-3191,1,Stanley,2/28/1944,75,184-09-2034,"Judiciary translator","Warehouse Club, Inc.",A+,180.2,81.9,"5' 1""",156
136,female,American,Mrs.,Dorothy,J,Williams,"927 Rinehart Road",Miami,FL,Florida,33179,US,"United States",786-412-9943,1,Hobbs,12/17/1988,30,590-37-9577,"Licensed clinical social worker","Wilson's Jewelers",B+,156.4,71.1,"5' 9""",175
137,female,American,Mrs.,Charita,R,Muller,"3482 Beech Street",Pleasanton,CA,California,94588,US,"United States",925-824-1456,1,Darbonne,12/11/1952,66,554-98-4803,"Dental hygienist","Asian Plan",AB+,118.8,54.0,"5' 3""",159
138,female,American,Mrs.,Mary,R,Arceo,"4759 Gregory Lane","Stamping Ground",KY,Kentucky,40379,US,"United States",502-535-2781,1,Petit,10/17/1982,36,402-35-1396,"Small engine service technician",Finast,O+,198.2,90.1,"5' 7""",171
139,female,American,Ms.,Ann,J,Wilson,"2223 Clover Drive","Canon City",CO,Colorado,81212,US,"United States",719-371-5316,1,Jones,6/17/1970,49,522-23-1359,"Aircraft electronic systems specialist",Greyvoid,O+,144.8,65.8,"5' 3""",160
140,female,American,Ms.,Pamela,E,Ramos,"4362 Straford Park",Lexington,KY,Kentucky,40507,US,"United States",606-654-5674,1,Gray,2/15/1990,29,406-22-5432,"Oxy-gas cutter",Weathervane,O+,183.3,83.3,"5' 8""",172
141,female,American,Mrs.,Madeline,J,May,"1202 Coal Street",Johnstown,PA,Pennsylvania,15904,US,"United States",814-335-6719,1,Johnson,5/20/1992,27,172-05-2615,"Loan authorizer","Food Fair",O+,138.8,63.1,"5' 5""",165
142,female,American,Dr.,Margaret,J,Young,"4792 Graystone Lakes",Macon,GA,Georgia,31210,US,"United States",478-718-1533,1,Roy,7/17/1947,72,253-27-6629,"Heating, air-conditioning, and refrigeration installer","Infinity Investment Plan",A+,115.7,52.6,"5' 2""",158
143,female,American,Ms.,Jane,J,Kopp,"1635 Main Street",Tukwila,WA,Washington,98168,US,"United States",425-663-9587,1,Felten,1/6/1966,53,532-64-6147,"Hoist and winch operator","S&W Cafeteria",O-,164.3,74.7,"5' 3""",159
144,female,American,Ms.,Cynthia,E,Hagan,"949 Ethels Lane",Wauchula,FL,Florida,33873,US,"United States",863-773-9750,1,Ashley,12/4/1991,27,266-60-4027,"Police dispatcher","Wells & Wade",A+,207.0,94.1,"5' 7""",170
145,female,American,Mrs.,Erica,D,Bledsoe,"493 Finwood Road",Montclair,NJ,"New Jersey",07042,US,"United States",732-430-9670,1,McManus,12/17/1986,32,138-20-7455,"Environmental technician","The Spotted Cougar",A+,110.4,50.2,"5' 7""",170
146,female,American,Ms.,Maria,C,Goldfarb,"1153 Oak Ridge Drive",Redford,MO,Missouri,63665,US,"United States",573-558-7460,1,Beverly,9/20/1969,49,500-52-8314,"Street vendor","Shoe Kicks",B+,200.6,91.2,"5' 1""",155
147,female,American,Mrs.,Willie,H,Peters,"4598 Meadowbrook Mall Road",Gardena,CA,California,90247,US,"United States",310-778-1622,1,Kelly,5/16/1948,71,552-97-2872,"Psychiatric nursing assistant","DGS VolMAX",B+,204.2,92.8,"5' 6""",168
148,female,American,Mrs.,Lady,K,Shepherd,"2165 College Street",Atlanta,GA,Georgia,30338,US,"United States",404-352-3954,1,Bryan,3/25/1971,48,667-26-9538,"Employment and placement manager","Super Shops",O+,181.9,82.7,"5' 7""",169
149,female,American,Mrs.,Robin,P,Adams,"1564 Courtright Street",Knox,ND,"North Dakota",58343,US,"United States",701-583-5541,1,Padilla,8/2/1953,66,502-54-5988,"Nephrology nurse",Sherman's,A+,171.6,78.0,"5' 5""",164
150,female,American,Ms.,Vera,K,Kish,"4432 Elsie Drive","Sioux Falls",SD,"South Dakota",57102,US,"United States",605-274-6270,1,Marr,1/29/1940,79,504-58-8244,"Marketing manager","Pearl Architectural Design",A+,131.6,59.8,"5' 0""",153
151,female,American,Ms.,Lenora,A,Terry,"2360 Armbrester Drive","San Pedro",CA,California,90731,US,"United States",310-521-4130,1,Stoll,4/16/1947,72,623-18-0381,"Conservation scientist","Hamady Bros. Supermarkets",AB+,137.3,62.4,"5' 6""",168
152,female,American,Mrs.,Elidia,M,Taranto,"3265 Neuport Lane",Norcross,GA,Georgia,30091,US,"United States",770-401-6359,1,Wilson,10/16/1974,44,670-28-0695,"Secretarial assistant","Little Tavern",A+,139.5,63.4,"5' 7""",171
153,female,American,Dr.,Kimberly,J,Ginn,"2381 Cessna Drive",Larwill,IN,Indiana,46764,US,"United States",260-327-5445,1,McNeese,12/24/1989,29,304-10-0438,"Fabric and apparel patternmaker","Standard Food",A+,157.5,71.6,"5' 7""",171
154,female,American,Mrs.,Pam,C,Rivera,"4501 Dogwood Road",Phoenix,AZ,Arizona,85034,US,"United States",602-702-0012,1,Miller,7/22/1961,58,601-27-5677,"Executive secretary","Food Fair",A+,189.0,85.9,"5' 7""",171
155,female,American,Mrs.,Crystal,G,Owen,"4328 Laurel Lee",Kirksville,MO,Missouri,63501,US,"United States",660-216-4402,1,Maupin,5/31/1992,27,497-46-5584,"Loan officer","The Fox and Hound ",A+,204.8,93.1,"5' 8""",172
156,female,American,Dr.,Keely,L,Fishman,"4511 Saint Marys Avenue","North Brookfield",NY,"New York",13418,US,"United States",315-861-7677,1,Kellum,11/29/1993,25,060-14-9604,"Ophthalmic nurse","Edge Yard Service",B+,209.2,95.1,"5' 2""",157
157,female,American,Mrs.,Norma,G,Neal,"1619 Willis Avenue",Palatka,FL,Florida,32077,US,"United States",386-329-0268,1,Lawrence,2/2/1977,42,595-91-6753,"Video control engineer","Pro Yard Services",O-,185.9,84.5,"5' 7""",169
158,female,American,Mrs.,Catherine,J,Burns,"47 Hanifan Lane",Atlanta,GA,Georgia,30328,US,"United States",678-578-3575,1,Taylor,2/19/1950,69,669-18-6236,"Aircraft engineer","Jacob Reed and Sons",A+,117.3,53.3,"5' 5""",165
159,female,American,Ms.,Carol,M,Gerstner,"907 Bingamon Road",Conneaut,OH,Ohio,44030,US,"United States",440-593-1597,1,Williams,5/15/1939,80,286-07-4255,"Fence erector","Krauses Sofa Factory",B+,127.2,57.8,"5' 3""",159
160,female,American,Mrs.,Patricia,R,Harris,"4981 Oakmound Drive",Chicago,IL,Illinois,60631,US,"United States",773-366-8918,1,Grass,11/17/1978,40,348-86-8794,"Education and development manager","Copeland Sports",O+,203.5,92.5,"5' 4""",162
161,female,American,Ms.,Amber,W,Ness,"2430 Airplane Avenue",Thompson,CT,Connecticut,06255,US,"United States",860-923-7637,1,Gurganus,10/26/1956,62,044-18-4336,"Nail care technician",Luskin's,A+,153.3,69.7,"5' 2""",158
162,female,American,Mrs.,Emily,T,Tait,"4134 Nelm Street",Herndon,VA,Virginia,22070,US,"United States",571-749-1878,1,Seifert,3/11/1976,43,697-01-4396,Cartoonist,"Murray's Discount Auto Stores",O+,131.6,59.8,"5' 8""",173
163,female,American,Ms.,Cora,C,Smith,"4658 Haul Road","Mountain View",CA,California,94041,US,"United States",650-965-0894,1,Dennis,6/25/1987,32,555-44-8516,"Geological technician","Newmark & Lewis",O+,203.1,92.3,"5' 3""",161
164,female,American,Ms.,Anne,A,Favela,"3432 Junkins Avenue",Valdosta,GA,Georgia,31601,US,"United States",229-548-0333,1,Valencia,7/16/1988,31,671-14-9726,"Employment recruiter","Xray Eye & Vision Clinics",O+,197.3,89.7,"5' 7""",171
165,female,American,Dr.,Susana,R,Foreman,"3880 Red Dog Road",Charlotte,NC,"North Carolina",28202,US,"United States",704-347-7363,1,Laughlin,5/30/1953,66,242-17-7634,"Convention planner","Suadela Investment",A+,123.4,56.1,"5' 5""",166
166,female,American,Ms.,Josephine,N,Burton,"2703 Gnatty Creek Road",Hicksville,NY,"New York",11612,US,"United States",516-393-5129,1,Lewis,5/9/1984,35,054-30-5662,"Social scientist","Magik Grey",A+,197.8,89.9,"5' 2""",158
167,female,American,Ms.,Sheree,B,Holland,"2603 Leverton Cove Road",Springfield,MA,Massachusetts,01103,US,"United States",413-370-3283,1,Vogel,3/28/1935,84,024-01-5764,"Head cook","K&G Distributors",O+,109.3,49.7,"5' 2""",158
168,female,American,Mrs.,Michele,M,Mortenson,"563 Simpson Avenue",Lancaster,PA,Pennsylvania,17670,US,"United States",717-912-3393,1,McCabe,5/1/1935,84,198-28-7559,"Personnel clerk","Helping Hand",O+,119.5,54.3,"5' 3""",159
169,female,American,Mrs.,Georgia,S,Greenlee,"3727 Wildrose Lane",Southfield,MI,Michigan,48075,US,"United States",313-767-1159,1,Pinson,8/21/1963,55,371-27-2182,"Parking lot attendant","Kenny Rogers Roasters",O+,118.8,54.0,"5' 3""",159
170,female,American,Mrs.,Mary,S,King,"2054 Capitol Avenue",Indianapolis,IN,Indiana,46204,US,"United States",765-512-8270,1,Stacks,1/7/1966,53,303-60-3401,"Environmental scientist","Central Hardware",B+,163.0,74.1,"5' 4""",163
171,female,American,Mrs.,Dawn,A,Adams,"1815 Woodlawn Drive",Milwaukee,WI,Wisconsin,53218,US,"United States",414-616-1686,1,Chandler,11/8/1967,51,389-64-6239,"Simultaneous interpreter",Indiewealth,B+,192.9,87.7,"5' 8""",172
172,female,American,Ms.,Dorothy,G,Burgos,"953 Parkway Street","El Centro",CA,California,92243,US,"United States",760-335-4188,1,Harrell,7/31/1989,30,572-48-1625,"Law librarian","Super Shops",O+,112.2,51.0,"5' 4""",163
173,female,American,Mrs.,Juanita,P,Beiler,"4737 Thrash Trail",Jacksonville,TX,Texas,75766,US,"United States",903-589-2450,1,Allen,3/16/1985,34,465-29-4259,Mediator,"Plunkett Home Furnishings",B+,114.6,52.1,"5' 3""",160
174,female,American,Ms.,Michelle,D,Daugherty,"2069 Nutters Barn Lane",Kamrar,IA,Iowa,50132,US,"United States",515-536-3578,1,Hill,12/5/1966,52,480-01-6629,"LAN administrator","Yardbirds Home Center",AB+,127.8,58.1,"5' 8""",173
175,female,American,Mrs.,Esther,R,Craig,"4801 Harron Drive",Baltimore,MD,Maryland,21201,US,"United States",443-575-4761,1,Sears,9/6/1975,43,219-70-5119,"Public safety dispatcher","Maloley's Finer Foods",A+,225.7,102.6,"5' 7""",169
176,female,American,Dr.,Sanjuana,C,Carr,"4708 Still Pastures Drive",Irmo,SC,"South Carolina",29063,US,"United States",803-387-8821,1,Bonnette,1/12/1962,57,657-10-6812,"Terrazzo worker",Incluesiv,O+,222.9,101.3,"5' 1""",156
177,female,American,Ms.,Janice,D,Shaffer,"2089 Brookside Drive",Birmingham,AL,Alabama,35291,US,"United States",205-386-6045,1,Littlejohn,3/2/1963,56,416-46-7790,Entomologist,"Aaronson Furniture",O+,212.1,96.4,"5' 7""",170
178,female,American,Ms.,Vicky,G,Mullins,"340 Arthur Avenue","Wood Dale",IL,Illinois,60191,US,"United States",815-823-1700,1,Jones,8/3/1937,82,321-98-0156,"Job service specialist","Showbiz Pizza Place",O+,139.9,63.6,"5' 2""",158
179,female,American,Ms.,Mary,D,Lopez,"1921 Honeysuckle Lane",Vancouver,WA,Washington,98686,US,"United States",360-574-7452,1,Salerno,5/25/1964,55,539-47-0819,"Mail machine operator",Gemco,O+,167.0,75.9,"5' 2""",158
180,female,American,Mrs.,Alicia,V,Jones,"4754 Harvest Lane",Warrensburg,MO,Missouri,64093,US,"United States",660-835-1275,1,Miller,12/20/1941,77,487-02-7887,"Chief financial officer","Best Products",A+,111.3,50.6,"5' 4""",162
181,female,American,Ms.,Jacquelyn,W,Richardson,"1094 Twin Oaks Drive","Grand Rapids",MI,Michigan,49503,US,"United States",231-494-8961,1,Cooper,7/30/1942,77,380-70-5672,"Avionics technician","Tee Town",O+,217.1,98.7,"5' 6""",168
182,female,American,Mrs.,Sharon,C,Trejo,"409 Carter Street","Maryland Heights",IL,Illinois,63043,US,"United States",618-741-6613,1,Brace,9/20/1972,46,330-88-5825,"Painting restorer","On Cue",B+,157.7,71.7,"5' 6""",168
183,female,American,Ms.,Lydia,D,Fredericks,"1462 Highland Drive","New Berlin",WI,Wisconsin,53151,US,"United States",920-723-6918,1,Johnson,8/23/1973,45,390-98-3069,Neuropsychologist,"Warner Brothers Studio Store",O+,187.7,85.3,"5' 2""",157
184,female,American,Dr.,Theresa,J,Harmon,"2448 Pringle Drive",Chicago,IL,Illinois,60631,US,"United States",312-404-9900,1,Staley,8/15/1954,65,351-72-2690,"Nephrology nurse","Avant Garde Appraisal Group",A+,198.7,90.3,"5' 6""",168
185,female,American,Mrs.,Laura,M,Jackson,"875 Kennedy Court",Taunton,MA,Massachusetts,02780,US,"United States",774-266-7441,1,Metcalfe,3/1/1960,59,027-20-5674,"Procurement clerk",Stratabiz,A+,231.0,105.0,"5' 4""",162
186,female,American,Mrs.,Christine,K,Wright,"3458 Radford Street",Bedford,KY,Kentucky,40006,US,"United States",502-255-6840,1,Hendrickson,3/21/1955,64,404-22-1138,"Wildlife biologist",Erol's,O+,182.4,82.9,"5' 8""",172
187,female,American,Mrs.,Emma,J,Ramirez,"968 Pretty View Lane","San Francisco",CA,California,94107,US,"United States",707-927-7951,1,Torres,5/29/1994,25,546-60-0047,"Flight service specialist","Food Fair",O+,139.7,63.5,"5' 3""",160
188,female,American,Ms.,Lisa,V,Zamora,"4543 Elliott Street",Greenfield,NH,"New Hampshire",03047,US,"United States",603-547-2845,1,Barone,8/22/1954,64,002-98-7470,"Earth driller","Monk House Sales",B+,144.5,65.7,"5' 6""",168
189,female,American,Mrs.,Rochelle,J,Lang,"979 Hill Haven Drive",Hamilton,TX,Texas,76531,US,"United States",254-206-4701,1,Holland,9/10/1977,41,460-04-2126,"Title abstractor","Crafts Canada",AB+,127.8,58.1,"5' 3""",161
190,female,American,Mrs.,Phyllis,J,Lujan,"1580 Summit Street",Calmar,IA,Iowa,52132,US,"United States",563-562-1186,1,Brown,4/24/1954,65,479-48-4413,"Executive administrative assistant","Tons O' Toys",A+,187.9,85.4,"5' 4""",162
191,female,American,Ms.,Dorothy,S,Thompson,"734 Southern Street",Wantagh,NY,"New York",11793,US,"United States",516-679-9002,1,Mann,2/2/1955,64,092-22-0751,"Courtesy van driver","J. Brannam",O+,154.9,70.4,"5' 5""",165
192,female,American,Ms.,Serena,M,Meyer,"1327 White River Way",Draper,UT,Utah,84020,US,"United States",801-553-1962,1,Mabe,2/1/1993,26,529-18-9355,"Signal and track switch repairer","Gamma Gas",A+,112.2,51.0,"5' 1""",155
193,female,American,Mrs.,Kimberley,T,Terry,"2640 White Lane",Clarksville,AR,Arkansas,72830,US,"United States",479-206-2072,1,Wilkerson,6/27/1938,81,432-01-9759,"Dental hygienist","Erb Lumber",A+,145.0,65.9,"4' 11""",150
194,female,American,Ms.,Thelma,K,Edwards,"916 Farm Meadow Drive","St Michaels",AZ,Arizona,86511,US,"United States",928-902-9180,1,Hooks,9/17/1982,36,601-61-6790,Historian,Adaptabiz,O+,148.1,67.3,"5' 7""",169
195,female,American,Ms.,Kathy,T,Moss,"1898 Norma Avenue",Washington,TX,Texas,77880,US,"United States",936-878-8343,1,Bingham,9/15/1971,47,633-32-2341,"Occupational health and safety technician","Complete Tech",B+,196.0,89.1,"5' 1""",155
196,female,American,Ms.,Mae,M,Carter,"613 Grasselli Street",Dover,NH,"New Hampshire",03820,US,"United States",603-376-2726,1,Aguilar,7/19/1945,74,003-07-5584,"Office administrative assistant","County Market",A+,139.7,63.5,"5' 4""",163
197,female,American,Mrs.,Mary,M,Davis,"3706 Reppert Coal Road","Bloomfield Township",MI,Michigan,48302,US,"United States",586-909-3744,1,Parrish,11/7/1948,70,376-62-9044,"Mechanical drafter","Multi-Systems Merchant Services",O+,182.2,82.8,"5' 2""",158
198,male,American,Mr.,John,J,Nieto,"2011 Comfort Court",Madison,WI,Wisconsin,53704,US,"United States",608-332-5075,1,Flores,5/26/1973,46,399-40-7692,"Credit checker","Magna Solution",O+,171.8,78.1,"5' 7""",170
199,female,American,Mrs.,Gladys,J,Eder,"3237 Eva Pearl Street","Baton Rouge",LA,Louisiana,70810,US,"United States",225-490-2627,1,Hughes,6/14/1992,27,664-10-7061,"Sales worker","Rogers Food Stores",O+,133.1,60.5,"5' 3""",159
